,Unnamed: 0,Sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,State Description,longitude,latitude,loc_clusters,img
201,201,201,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,20,Yes,,Religious,No,0.05,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.5848133,34.1642029,6.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJ6j5gerdrBhLWMC4qr-Z0K9i7nMjqPEPai7m3EIIrHBBXbH_TVQseLkmEzw&s
202,202,202,Northern,Ladakh,Nubra Valley,Nubra Valley,Valley,Unknown,2.0,4.5,0,No,,Nature,Yes,0.1,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.8233593,33.9940885,6.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHYWS0zEi64TaDxgPx7g5v9Cl3_Q0yWszJMRU8XZELeHJtJI3q48yW4wHTYA&s
203,203,203,Northern,Ladakh,Kargil,Kargil War Memorial,War Memorial,24,1.0,4.8,0,No,,Historical,Yes,0.011,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",76.47300957,33.802819,6.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAQOPx2eAv1OzEU_gFmKmhFxnSTWG9gqy-_u8mC_tARLhAgtp13oO0IedreQ&s
204,204,204,Northern,Ladakh,Diskit,Diskit Monastery,Monastery,1351,1.0,4.7,20,No,,Religious,No,0.015,Morning,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.5506547,34.5512277,6.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlRbwk_Oc87pLYBb85dBfyfYq43U9GY7ZlTqGqDMehe6GSceFqVl8qPk91FA&s
205,205,205,Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,3.0,4.3,100,No,,Wildlife,Yes,0.01,All,"Renowned for its beautiful valleys, lakes, and houseboats.",75.81692388,33.2761171,6.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_CmiQ0UYqD_rnoO4_LO1QcHLP_0YfD4DE7lFLJgPnhI61B8g-pX6AJZpWXL0&s
206,206,206,Northern,Ladakh,Hemis,Hemis National Park,National Park,1981,4.0,4.4,20,No,,Wildlife,Yes,0.02,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.6341507,33.9083119,6.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmOp9Cc19R2dFmdA3yI4L0kU1CkEN7WkhQv9v2OJeEs8y6xyy2Tnv7rrZtUA4&s
207,207,207,Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,1.0,4.8,0,No,,Historical,Yes,0.012,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",75.750761,34.4292702,6.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAQOPx2eAv1OzEU_gFmKmhFxnSTWG9gqy-_u8mC_tARLhAgtp13oO0IedreQ&s
208,208,208,Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,Unknown,0.5,3.7,0,Yes,,Nature,Yes,0.1,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.5848133,34.1642029,6.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSapM-dMJin01egJhGkgntvmo-9JFdz7jFQX65hAgAUPQojGkeVb57Jfm4Liw&s
209,209,209,Northern,Ladakh,Leh,Khardung La Pass,Hill,Unknown,1.0,4.5,0,Yes,,Adventure,Yes,0.05,Afternoon,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.5848133,34.1642029,6.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0JKUexFYNtDFCf5cbmvh2ihar-D55WTzHjs5ZdgXwnZRdoUNb41VgBo6EKg&s
210,210,210,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,30,Yes,,Religious,No,0.05,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",77.5848133,34.1642029,6.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJ6j5gerdrBhLWMC4qr-Z0K9i7nMjqPEPai7m3EIIrHBBXbH_TVQseLkmEzw&s
211,211,211,Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,1.5,4.8,0,Yes,,Religious,Yes,0.49,Evening,Home to the Taj Mahal and sacred cities like Varanasi.,77.6938045,27.5753726,20.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGThZVqx3IOuSJPo4RXveY3yLXF0TEo2aaaJiY8Q5TM0DqDfAabS8U616gCS0&s
212,212,212,Central,Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,1.0,4.8,0,Yes,,Historical,Yes,0.03,Morning,Home to the Taj Mahal and sacred cities like Varanasi.,69.85380669,21.60297505,21.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSopXNoERQWHwAr0QZGq_SO9Mb7sjK1WMJRn2GdB-ZSjVzwjC6-30s9YZJjhQ&s
213,213,213,Central,Uttar Pradesh,Mathura,Nand Gaon,Village,Unknown,1.0,4.1,0,Yes,,Cultural,Yes,0.01,Morning,Home to the Taj Mahal and sacred cities like Varanasi.,77.583333,27.633333,20.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5dZnJHBJGpC8z0gvOIyYXGdkOyXQUPeStbtnf4h_pCOLDOtl7HzjtogwU_A&s
214,214,214,Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1.0,4.8,0,Yes,,Religious,Yes,0.1,Morning,Home to the Taj Mahal and sacred cities like Varanasi.,77.583333,27.633333,20.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEWhiNCt4wZwxlstZbV9l25FodWQk80M0RYVbOyVCSRsc7DdRnz2oHV7m9C4Y&s
215,215,215,Eastern,West Bengal,Darjeeling,Tiger Hill,Sunrise Point,Unknown,1.0,4.5,0,No,,Nature,Yes,0.025,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",88.263176,27.0377554,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRs_EEQtUvLB8x5XKnN0_5oXAdOTNcn_oQwWP_UZ-YwQdpAbfFMAZJsHst8pEc&s
216,216,216,Eastern,West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,1941,3.0,4.4,250,Yes,,Wildlife,Yes,0.035,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",88.4309916,26.7164127,1.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRW_ddiU6LHnBpaEETRjjQCTlwq-xBmxq3RRM708CKuOX-KPnCmX_rodJPzoQ&s
217,217,217,Eastern,West Bengal,Sundarbans,Sundarbans National Park,National Park,1984,4.0,4.4,60,No,,Wildlife,Yes,0.065,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",88.68731611,22.03158805,21.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJ3CKvvURr9jdx0HVyqct4bh9AvS3KLaFW7r7DQ7FsowzgNewJisWn9pgTQEk&s
218,218,218,Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,1.5,4.5,0,No,,Recreational,Yes,0.09,Morning,"Famous for Kolkata, the Sundarbans, and cultural festivals.",87.5082534,21.623077,21.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRq3TqvxHH_w_1c6bMe2uVW4b7rkvWwVmwr2mWKdebtNQwSnRzA-nWEBBS4EA&s
219,219,219,Eastern,West Bengal,Murshidabad,Hazarduari Palace,Palace,1837,1.5,4.5,10,Yes,Friday,Historical,Yes,0.18,Morning,"Famous for Kolkata, the Sundarbans, and cultural festivals.",88.36638821,24.2905278,11.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJY7NjJl2Wze2aN8pMNL2k84KkMkZZcZjeHiPDUkp5Lb398NRRgQI2C82pUQ&s
220,220,220,Eastern,West Bengal,Bolpur,Kankalitala Temple,Temple,Unknown,0.5,4.7,0,Yes,,Religious,No,0.045,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",87.6962424,23.661154,24.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0Ftum1GOHrgvA-qAmbLu4wDXUIdJJaXo7gvzd3_YVbIARisPhO9J5KEAknkQ&s
221,221,221,Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,0.5,4.6,0,Yes,,Architectural,No,0.07,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",88.01208247,22.90994025,4.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjvZH2lQlq8pKzrEaxtCiZ7Gj4xh_JGci9YFNVEcW3N73DoABW0OhNcy0swA&s
222,222,222,Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,3.0,4.4,100,Yes,,Wildlife,Yes,0.07,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",88.73344852,26.62628045,17.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQP4DSqLJBZX6ryEC1ilJjrpsvDM924Cv-CooHDEOIpTRJ6-PJWKWZxqBXZ3A&s
223,223,223,Eastern,West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,1.0,4.5,20,Yes,Friday,Historical,Yes,0.09,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",89.42011428,26.2559197,17.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTH0mfHop8l3yUzIzaQm-9NE5sAa0zRGTtdh0bMYz0e1plBbSvbBapwOyvoKw&s
224,224,224,Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,2.5,4.5,0,No,,Nature,Yes,0.15,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",86.32289877,23.2020967,4.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYjEr5pSbnMhnBJBATU4vrxlRMAd9qAXZwmlYdP3f04dl0f1yqRHEaPySKUQ&s
225,225,225,Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,2.0,4.7,0,Yes,,Religious,No,1.0,All,"Known for its temples, especially the Sun Temple at Konark.",85.68532946,19.83430655,22.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTskwPC-wj8C3-lgRlwnp_IolT0UJaaVmekNpYC4Z_-B4WmFPCPcXCdxmadmgY&s
226,226,226,Eastern,Odisha,Konark,Sun Temple,Temple,1250,1.5,4.7,40,Yes,,Historical,Yes,0.83,All,"Known for its temples, especially the Sun Temple at Konark.",86.14201945,19.90742915,22.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbglm6JV722DQ6pgQOMREik6bNRIAukI1jfQe9iTUlS6g0-A_TyIbHNygpcOQ&s
227,227,227,Eastern,Odisha,Bhubaneswar,Lingaraj Temple,Temple,11th century,1.0,4.6,0,Yes,,Religious,No,0.35,All,"Known for its temples, especially the Sun Temple at Konark.",85.8394521,20.2602964,7.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRF_criiZNM7WmaQad2IGoSX2JNPo5Lc_yOVPP01WzTjwfcrOgl4p3LLsboU1s&s
228,228,228,Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,1.5,4.5,0,No,,Nature,Yes,1.2,All,"Known for its temples, especially the Sun Temple at Konark.",84.85775201,22.2539994,15.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRy5H2RJ5Zm8SzW3rD1UjDshlYeC6f2PotbVx2rn-1CTNIqQgYJbvoEVrCDW2g&s
229,229,229,Eastern,Odisha,Cuttack,Barabati Fort,Fort,-987,1.0,4.5,0,Yes,,Historical,Yes,0.13,All,"Known for its temples, especially the Sun Temple at Konark.",85.46972564,20.3700655,7.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9RGPc-6MTL35c2Oxe9LoQ1EmKSZGtJgPlXfb0fGjNN94h1OyzY6fcau8x-VE&s
230,230,230,Eastern,Odisha,Sambalpur,Hirakud Dam,Dam,1957,1.0,4.5,0,No,,Engineering Marvel,Yes,0.01,All,"Known for its temples, especially the Sun Temple at Konark.",84.15285151,21.5570606,21.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS11v1MaMh1Rnnp-Fcquz45bRek-1U_6MgI1mEXZmSNqmMoEpZz-3qs6h-DkA&s
231,231,231,Eastern,Odisha,Chilika,Chilika Lake,Lake,Unknown,2.0,3.9,0,Yes,,Nature,Yes,0.1,Morning,"Known for its temples, especially the Sun Temple at Konark.",85.25036969,19.6853207,22.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDTpAa62paJ2P5BJpAED99LziXCAxoYqpFbselPCID4qkPgeJ5geqtsI_qyg&s
232,232,232,Eastern,Odisha,Berhampur,Tara Tarini Temple,Temple,Ancient,1.0,4.6,0,Yes,,Religious,No,0.01,All,"Known for its temples, especially the Sun Temple at Konark.",86.63272983,21.49308515,21.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWHiNzEEir62DpiRNLzy2vCY456HkOpiGCg7qiE2Z8Ez4BXem8Dh--7L2PLQ&s
233,233,233,Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,1.0,4.3,0,No,,Nature,Yes,0.018,Morning,"Known for its temples, especially the Sun Temple at Konark.",85.5,21.5,21.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4Qf8daJtUxD8eskkB4StcpfMRZIbiPUIf_I6-plNok7JGHcl9RZJjtZGd6Q&s
234,234,234,Eastern,Odisha,Balasore,Chandipur Beach,Beach,Unknown,1.5,4.2,0,Yes,,Recreational,Yes,0.014,Morning,"Known for its temples, especially the Sun Temple at Konark.",86.919884,21.5006421,21.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvDMtFL3YsGUxscIjV6vWa1g7XIWdddVikX1tb2t17e9Zdt1E38_g40OYouoY&s
235,235,235,Eastern,Odisha,Kendujhar,Sanaghagara Waterfall,Waterfall,Unknown,1.0,4.4,0,No,,Nature,Yes,0.055,All,"Known for its temples, especially the Sun Temple at Konark.",85.66878414,21.5892323,21.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQu4T3KUtruNDcU0R4fqxQSgoKgcD3P8_hAlcqOMVPkwaUhP160yg9_d-YJZQ&s
236,236,236,Southern,Tamil Nadu,Chennai,Marina Beach,Beach,Unknown,1.5,3.9,0,Yes,,Recreational,Yes,0.1,Morning,Famous for its Dravidian temples and cultural heritage.,80.270186,13.0836939,18.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUmY93MzKkHm5-dwRe6oeSL_Ow9DI6ol04yLsALFEy4zc0r1a36WOeOBrU4kE&s
237,237,237,Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,2.0,4.7,0,Yes,,Religious,No,0.65,All,Famous for its Dravidian temples and cultural heritage.,78.1140983,9.9261153,5.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcg3cDw-VaeLp6383HqntpP3scjvygcX8WE8p4dBS43kACRy1RcAMH_4aT6Q&s
238,238,238,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,12th century,1.5,4.6,0,No,,Religious,No,0.01,All,Famous for its Dravidian temples and cultural heritage.,79.3125553,9.2844657,13.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxO2l0oYAVAgVZoJPjwkw0hFMDUIOlw4TjPs7olg_PYjW93TQu1Xfg-N8uGw&s
239,239,239,Southern,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,Memorial,1970,1.0,4.6,20,Yes,,Historical,No,0.47,Morning,Famous for its Dravidian temples and cultural heritage.,77.5499338,8.079252,13.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdRGpL_HiIFOVg3HjYMgsM983DUAoqAzoP88txnPjDmbTks2F2EA9dmwjDKw&s
240,240,240,Southern,Tamil Nadu,Ooty,Ooty Lake,Lake,1824,1.0,4.1,10,Yes,,Recreational,Yes,0.61,Morning,Famous for its Dravidian temples and cultural heritage.,76.7030504,11.4126769,2.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTvQVBoPUEbqNfK88Stze57BpI8ILWKDNH3raSCdmKgBPgFLBp_IJGWoUkTKhk&s
241,241,241,Southern,Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,1.0,4.7,0,Yes,,Religious,No,0.3,All,Famous for its Dravidian temples and cultural heritage.,76.9628425,11.0018115,14.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIKLx468mnRvKdWTIB4TlMb3c2pvzjEfdGOcxbHws41CwsNDmcpr5rd9qTUg&s
242,242,242,Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,2.0,3.9,0,No,,Recreational,Yes,0.1,Morning,Famous for its Dravidian temples and cultural heritage.,77.4919719,10.233712,5.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMfshKd8NzVT_4AHaM77p2TLcMbW6ok69-RYjuNU987M6JmdosGM9HrEK1yHo&s
243,243,243,Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,1.5,4.8,0,Yes,,Religious,No,0.35,All,Famous for its Dravidian temples and cultural heritage.,79.20142776,10.65903695,14.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLNkvBZu0HFXyLOFrGMjIK5X4ZJYqWcB_kqMXSi3GSWw-q4rdZwk6YorpY4w&s
244,244,244,Southern,Tamil Nadu,Mahabalipuram,Shore Temple,Temple,7th century,1.0,4.6,40,Yes,,Historical,No,0.09,All,Famous for its Dravidian temples and cultural heritage.,80.1936497,12.6195981,18.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSWYFRTeyCYoXXTbhxvl8FmAaqMzQEq6rvDBvMz5TX0BlIkURphkpx9xCKd0o&s
245,245,245,Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,Unknown,1.0,4.2,0,No,,Recreational,Yes,0.019,Morning,Famous for its Dravidian temples and cultural heritage.,78.2075392,11.7852074,2.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSL1xZUT6YwIuD7-VbLaed6SnqU-pyoncQTYhD-BonKqG0asEUJ9cFWMymkkD4&s
246,246,246,Southern,Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,7th century,1.0,4.6,0,Yes,,Religious,No,0.16,All,Famous for its Dravidian temples and cultural heritage.,77.8114843,8.8082342,13.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTybZq7dXX7mK0Oa3JKvAtWXwqlYM1pfG64-IeEowuE5usWUBirQzaJCBAsQGI&s
247,247,247,Southern,Tamil Nadu,Chidambaram,Nataraja Temple,Temple,10th century,1.0,4.7,0,Yes,,Religious,No,0.28,All,Famous for its Dravidian temples and cultural heritage.,79.6909383,11.3994826,2.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5tP1a0fud1A-B5bs8jzULGUltH0yWPT7ZpW8OScF7-Hhg3_3fwN-U39kjRmk&s
248,248,248,Southern,Andhra Pradesh,Vijayawada,Kanaka Durga Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.44,All,"Known for its sacred temples, beaches, and spicy cuisine.",80.6185089,16.5087573,8.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_GS1wcTiw8WnKM4BVf0uvPiN5WGTk_oJ3Ay9nAW76CKafb8CI-EIOT_WcqQk&s
249,249,249,Southern,Andhra Pradesh,Visakhapatnam,Rishikonda Beach,Beach,Unknown,1.5,4.5,0,Yes,,Recreational,Yes,0.39,Morning,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRY9nU_IrbQNub9lId9k2fu2k3-d0ot8PJD2Akscwx4y9Eu1_i6HcbbxGaxn3Q&s
250,250,250,Southern,Andhra Pradesh,Srisailam,Mallikarjuna Swamy Temple,Temple,14th century,1.0,4.7,0,No,,Religious,No,0.49,All,"Known for its sacred temples, beaches, and spicy cuisine.",78.8727065,16.0737808,8.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOefolqpOWXQmw_mJBN2IMeZRVHBOWKGmSZYpF20kCMDz65HyPIUAdtD9Lt7Y&s
251,251,251,Southern,Andhra Pradesh,Rajahmundry,Papikondalu,Hill,Unknown,2.0,4.3,0,Yes,,Nature,Yes,0.032,All,"Known for its sacred temples, beaches, and spicy cuisine.",81.7804732,17.0050454,0.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTn_Osb90qHDC5wb-6lI6IMwmI05AZM4Vr-HXY7gHiLLqMLYNSPSgQO4mI7bKY&s
252,252,252,Southern,Andhra Pradesh,Anantapur,Lepakshi,Site,16th century,1.5,4.6,0,No,,Historical,Yes,0.075,All,"Known for its sacred temples, beaches, and spicy cuisine.",77.43067381,14.72421995,19.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6c7ePoXOeSgsI4sjOwdiOsH-fiMwOvufnpWdRJRJTAdslZdcS8zjU6SO79Bs&s
253,253,253,Southern,Andhra Pradesh,Kurnool,Belum Caves,Cave,Unknown,1.5,4.4,65,Yes,,Natural Wonder,Yes,0.11,Afternoon,"Known for its sacred temples, beaches, and spicy cuisine.",77.55425904,15.54788035,8.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkqwpgow836dedhU0UiFdI901kmEHbC51yNTDVRaObQ0kR3OdPmT2JHRAdVrg&s
254,254,254,Southern,Andhra Pradesh,Amravati,Amaravathi Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.041,All,"Known for its sacred temples, beaches, and spicy cuisine.",77.64429618,21.15454115,21.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThuL55Mdv1sJJNF-q8BRjg0UXfS5cadTgiizZ37qzlJ5b5_aq7_nwG0HQFi5E&s
255,255,255,Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,1.0,4.4,10,Yes,,Wildlife,Yes,0.7,All,"Known for its sacred temples, beaches, and spicy cuisine.",80.4541588,16.2915189,8.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQF6NSggIYDqu83CVheA3sdRaXZ0MWi5-HQFvxkv7ahoQjTNUJhMWExIuKZpg&s
256,256,256,Southern,Andhra Pradesh,Kadapa,Gandikota Fort,Fort,12th century,1.5,4.5,0,No,,Historical,Yes,0.015,Morning,"Known for its sacred temples, beaches, and spicy cuisine.",78.8216861,14.4752936,19.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSN5aD7LWlURDE3bOV0T6nbxLmlcLqm5mE0Sm5a5fNFl2hm7b2O2vqGjJjCIHY&s
257,257,257,Southern,Andhra Pradesh,Puttaparthi,Prasanthi Nilayam,Spiritual Center,1950,1.0,4.7,0,Yes,,Religious,Yes,0.12,All,"Known for its sacred temples, beaches, and spicy cuisine.",77.8124982,14.1636778,19.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTFY5hxSbHTrCxZYndsI3AUzbTLVw1v0sx6vtuygPCj9Z9oiVoFCV1hoYhG-A&s
258,258,258,Southern,Andhra Pradesh,Vizianagaram,Simhachalam Temple,Temple,198,1.0,4.7,0,Yes,,Religious,No,0.59,All,"Known for its sacred temples, beaches, and spicy cuisine.",83.3979562,18.1139259,0.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgm_NXyA3TAw2FwZ0hZ8Hfj9x6-YmbMTvBjK7c6VzsvUGfDTtIiCwblOq6n_g&s
259,259,259,Southern,Andhra Pradesh,Visakhapatnam,Kailasagiri,Hill,Unknown,2.0,4.5,0,Yes,,Recreational,Yes,0.019,All,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVwkD8Rr2BK1cQwAonhhhSUXqU5ehvUg_k0Y0xyCm2ESqWwwmkds9uDrdpgAM&s
260,260,260,Southern,Andhra Pradesh,Visakhapatnam,Submarine Museum,Museum,22,1.0,4.6,40,Yes,,Historical,Yes,0.49,All,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAlG92_mbiU9_6sM6xM6xPjV8idBf_WmnyJ1qOq5vXh-SSWrVCEjCJmgBRQYI&s
261,261,261,Southern,Andhra Pradesh,Visakhapatnam,Borra Caves,Cave,Unknown,2.0,4.5,60,No,,Natural Wonder,Yes,0.31,Afternoon,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQawRP1kN2QSdjraEt0DRG9CFxpTfVMyy9l5KjacHyM_6Ifi1iPzjAT1Gs_Eg&s
262,262,262,Southern,Andhra Pradesh,Visakhapatnam,War Memorial,War Memorial,Unknown,1.0,4.6,0,Yes,,Historical,Yes,0.059,All,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOQ4kkhSNmk4bZgruzJM9v2m1fO57Kv6TZl9jucGRCjZPwdYxFuzUS01H-xA&s
263,263,263,Southern,Andhra Pradesh,Visakhapatnam,Indira Gandhi Zoological Park,Zoo,1977,2.0,4.1,20,Yes,Monday,Wildlife,Yes,0.25,Afternoon,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_bxOM6mrywTaHZYKDNOvgrMgucJmcZ8hfP_d5Tm2o0PndmHBHjMy0VU0A3Q&s
264,264,264,Southern,Andhra Pradesh,Visakhapatnam,Matsyadarshini Aquarium,Aquarium,Unknown,1.0,3.8,20,Yes,,Recreational,Yes,0.03,All,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUh5u5cLsS0mAZwmvTwseDNbwhXLe8ai6zMIbongdgrLFLzTE4Y0BI5Kr-Gw&s
265,265,265,Southern,Andhra Pradesh,Visakhapatnam,Visakha Museum,Museum,1991,1.0,4.3,10,Yes,,Cultural,Yes,0.065,All,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQaRr3HOCX3M7kZSrYC2JKRm_zNaRtTB18daGPrVRbea_U4DVPw4zLfq3IEyg&s
266,266,266,Eastern,Sikkim,Gangtok,Nathula Pass,Hill,Unknown,2.0,4.3,20,Yes,,Historical,Yes,0.15,Afternoon,Known for its stunning landscapes and Buddhist monasteries.,88.6122673,27.329046,20.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSn0ViYpkFVZz9ulstDmTJy7Akq1fJBaDOZx_D0YSpAgg5LpEOUfYuoPObFWw&s
267,267,267,Eastern,Sikkim,Pelling,Pemayangtse Monastery,Monastery,1705,1.0,4.6,20,No,,Religious,No,0.015,Morning,Known for its stunning landscapes and Buddhist monasteries.,88.2356503,27.3003722,20.0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsA40rpLWIo2fcp2NNFWup-zWJdSH7id5RG6sOdKjIld98VcHTHEwOvTC8q6w&s
