,Unnamed: 0.1,Unnamed: 0,Sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,State Description,longitude,latitude,loc_clusters,img,Season,Season Code
222,222,222,222,Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,3.0,4.4,100,Yes,,Wildlife,Yes,0.07,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",88.73344852,26.62628045,17.0,https://tse2.mm.bing.net/th?id=OIP.2RRWnH-nrEIMzfdJmLfKBAHaE7&pid=Api&P=0&w=300&h=300,All Year,A
223,223,223,223,Eastern,West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,1.0,4.5,20,Yes,Friday,Historical,Yes,0.09,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",89.42011428,26.2559197,17.0,https://tse2.mm.bing.net/th?id=OIP.wvYUcED-ukJ7-FqDFMY3eAHaEU&pid=Api&P=0&w=300&h=300,All Year,A
224,224,224,224,Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,2.5,4.5,0,No,,Nature,Yes,0.15,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",86.32289877,23.2020967,4.0,https://tse2.mm.bing.net/th?id=OIP.q9C5OIQkpfIqG9uJraqzpAHaE3&pid=Api&P=0&w=300&h=300,All Year,A
225,225,225,225,Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,2.0,4.7,0,Yes,,Religious,No,1.0,All,"Known for its temples, especially the Sun Temple at Konark.",85.68532946,19.83430655,22.0,https://tse2.mm.bing.net/th?id=OIP.xsipVqgfFQnAOkwJQm549gHaE5&pid=Api&P=0&w=300&h=300,All Year,A
226,226,226,226,Eastern,Odisha,Konark,Sun Temple,Temple,1250,1.5,4.7,40,Yes,,Historical,Yes,0.83,All,"Known for its temples, especially the Sun Temple at Konark.",86.14201945,19.90742915,22.0,https://tse4.mm.bing.net/th?id=OIP.jrxwABm1zAQ7ndk9amZbcgHaE8&pid=Api&P=0&w=300&h=300,All Year,A
227,227,227,227,Eastern,Odisha,Bhubaneswar,Lingaraj Temple,Temple,11th century,1.0,4.6,0,Yes,,Religious,No,0.35,All,"Known for its temples, especially the Sun Temple at Konark.",85.8394521,20.2602964,7.0,https://tse2.mm.bing.net/th?id=OIP.nM6T8fVhx6L57ruE8wwpMgHaE8&pid=Api&P=0&w=300&h=300,Monsoon,M
228,228,228,228,Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,1.5,4.5,0,No,,Nature,Yes,1.2,All,"Known for its temples, especially the Sun Temple at Konark.",84.85775201,22.2539994,15.0,https://tse1.mm.bing.net/th?id=OIP.Lt8hnhwVgG6RCIsNF1dj_QHaEK&pid=Api&P=0&w=300&h=300,All Year,A
229,229,229,229,Eastern,Odisha,Cuttack,Barabati Fort,Fort,-987,1.0,4.5,0,Yes,,Historical,Yes,0.13,All,"Known for its temples, especially the Sun Temple at Konark.",85.46972564,20.3700655,7.0,https://tse3.mm.bing.net/th?id=OIP.CWl3j2POz2dxXJB_sewP1gHaEt&pid=Api&P=0&w=300&h=300,All Year,A
230,230,230,230,Eastern,Odisha,Sambalpur,Hirakud Dam,Dam,1957,1.0,4.5,0,No,,Engineering Marvel,Yes,0.01,All,"Known for its temples, especially the Sun Temple at Konark.",84.15285151,21.5570606,21.0,https://tse1.mm.bing.net/th?id=OIP.MEsWmhZPtEUJzie_dbHAzQHaE8&pid=Api&P=0&w=300&h=300,All Year,A
231,231,231,231,Eastern,Odisha,Chilika,Chilika Lake,Lake,Unknown,2.0,3.9,0,Yes,,Nature,Yes,0.1,Morning,"Known for its temples, especially the Sun Temple at Konark.",85.25036969,19.6853207,22.0,https://tse4.mm.bing.net/th?id=OIP.EFGHY7T5_XI9N8hgKq_wDQHaFj&pid=Api&P=0&w=300&h=300,Monsoon,M
232,232,232,232,Eastern,Odisha,Berhampur,Tara Tarini Temple,Temple,Ancient,1.0,4.6,0,Yes,,Religious,No,0.01,All,"Known for its temples, especially the Sun Temple at Konark.",86.63272983,21.49308515,21.0,https://tse4.mm.bing.net/th?id=OIP.YPuGktuteUsjJAQvH1ddAgHaEr&pid=Api&P=0&w=300&h=300,All Year,A
233,233,233,233,Eastern,Odisha,Keonjhar,Badaghagara Waterfall,Waterfall,Unknown,1.0,4.3,0,No,,Nature,Yes,0.018,Morning,"Known for its temples, especially the Sun Temple at Konark.",85.5,21.5,21.0,https://tse3.mm.bing.net/th?id=OIP.G9lXOgckDMkZj6Tac8qExAHaKK&pid=Api&P=0&w=300&h=300,All Year,A
234,234,234,234,Eastern,Odisha,Balasore,Chandipur Beach,Beach,Unknown,1.5,4.2,0,Yes,,Recreational,Yes,0.014,Morning,"Known for its temples, especially the Sun Temple at Konark.",86.919884,21.5006421,21.0,https://tse3.mm.bing.net/th?id=OIP.-6GP3cAI-8nhLEZyXX3tVAHaE9&pid=Api&P=0&w=300&h=300,All Year,A
235,235,235,235,Eastern,Odisha,Kendujhar,Sanaghagara Waterfall,Waterfall,Unknown,1.0,4.4,0,No,,Nature,Yes,0.055,All,"Known for its temples, especially the Sun Temple at Konark.",85.66878414,21.5892323,21.0,https://tse2.mm.bing.net/th?id=OIP.GE-40PMO7iylTxP7CZdqwAHaE0&pid=Api&P=0&w=300&h=300,All Year,A
236,236,236,236,Southern,Tamil Nadu,Chennai,Marina Beach,Beach,Unknown,1.5,3.9,0,Yes,,Recreational,Yes,0.1,Morning,Famous for its Dravidian temples and cultural heritage.,80.270186,13.0836939,18.0,https://tse4.mm.bing.net/th?id=OIP.NXVswM-oOzTAmh8OPFLbuAHaE6&pid=Api&P=0&w=300&h=300,All Year,A
237,237,237,237,Southern,Tamil Nadu,Madurai,Meenakshi Amman Temple,Temple,6th century AD,2.0,4.7,0,Yes,,Religious,No,0.65,All,Famous for its Dravidian temples and cultural heritage.,78.1140983,9.9261153,5.0,https://tse3.mm.bing.net/th?id=OIP.FWrpphh8LIAdgjGf2ragNwHaJQ&pid=Api&P=0&w=300&h=300,All Year,A
238,238,238,238,Southern,Tamil Nadu,Rameswaram,Ramanathaswamy Temple,Temple,12th century,1.5,4.6,0,No,,Religious,No,0.01,All,Famous for its Dravidian temples and cultural heritage.,79.3125553,9.2844657,13.0,https://tse1.mm.bing.net/th?id=OIP.CVpvprwI4oyEQ9iU0UFcNAHaFj&pid=Api&P=0&w=300&h=300,All Year,A
239,239,239,239,Southern,Tamil Nadu,Kanyakumari,Vivekananda Rock Memorial,Memorial,1970,1.0,4.6,20,Yes,,Historical,No,0.47,Morning,Famous for its Dravidian temples and cultural heritage.,77.5499338,8.079252,13.0,https://tse2.mm.bing.net/th?id=OIP.vvsbvt9F21ty_RYh2QpdywHaE8&pid=Api&P=0&w=300&h=300,All Year,A
240,240,240,240,Southern,Tamil Nadu,Ooty,Ooty Lake,Lake,1824,1.0,4.1,10,Yes,,Recreational,Yes,0.61,Morning,Famous for its Dravidian temples and cultural heritage.,76.7030504,11.4126769,2.0,https://tse3.mm.bing.net/th?id=OIP.TZjR_WP8SlsDdg5Du162nwHaFj&pid=Api&P=0&w=300&h=300,Summer,S
241,241,241,241,Southern,Tamil Nadu,Coimbatore,Marudamalai Temple,Temple,12th century,1.0,4.7,0,Yes,,Religious,No,0.3,All,Famous for its Dravidian temples and cultural heritage.,76.9628425,11.0018115,14.0,https://tse2.mm.bing.net/th?id=OIP.UMBCZrBWNCc7VtNwD_t8LwHaE5&pid=Api&P=0&w=300&h=300,All Year,A
242,242,242,242,Southern,Tamil Nadu,Kodaikanal,Kodaikanal Lake,Lake,1863,2.0,3.9,0,No,,Recreational,Yes,0.1,Morning,Famous for its Dravidian temples and cultural heritage.,77.4919719,10.233712,5.0,https://tse3.mm.bing.net/th?id=OIP.Wh9cG1YGljMEE97QTYaA6gHaE1&pid=Api&P=0&w=300&h=300,Summer,S
243,243,243,243,Southern,Tamil Nadu,Thanjavur,Brihadeeswarar Temple,Temple,110,1.5,4.8,0,Yes,,Religious,No,0.35,All,Famous for its Dravidian temples and cultural heritage.,79.20142776,10.65903695,14.0,https://tse2.mm.bing.net/th?id=OIP.hz2avuHndM92nEPGMg7MCwHaFj&pid=Api&P=0&w=300&h=300,All Year,A
244,244,244,244,Southern,Tamil Nadu,Mahabalipuram,Shore Temple,Temple,7th century,1.0,4.6,40,Yes,,Historical,No,0.09,All,Famous for its Dravidian temples and cultural heritage.,80.1936497,12.6195981,18.0,https://tse1.mm.bing.net/th?id=OIP.gtnXF0tYud9mtn05NSdDywHaE5&pid=Api&P=0&w=300&h=300,All Year,A
245,245,245,245,Southern,Tamil Nadu,Yercaud,Yercaud Lake,Lake,Unknown,1.0,4.2,0,No,,Recreational,Yes,0.019,Morning,Famous for its Dravidian temples and cultural heritage.,78.2075392,11.7852074,2.0,https://tse4.mm.bing.net/th?id=OIP.NjaU-5SIppKQFlRpVnAHiQHaFc&pid=Api&P=0&w=300&h=300,All Year,A
246,246,246,246,Southern,Tamil Nadu,Tirunelveli,Nellaiappar Temple,Temple,7th century,1.0,4.6,0,Yes,,Religious,No,0.16,All,Famous for its Dravidian temples and cultural heritage.,77.8114843,8.8082342,13.0,https://tse1.mm.bing.net/th?id=OIP.4qQIgP6mfoD9dBh2oHYkJQHaE5&pid=Api&P=0&w=300&h=300,All Year,A
247,247,247,247,Southern,Tamil Nadu,Chidambaram,Nataraja Temple,Temple,10th century,1.0,4.7,0,Yes,,Religious,No,0.28,All,Famous for its Dravidian temples and cultural heritage.,79.6909383,11.3994826,2.0,https://tse4.mm.bing.net/th?id=OIP.yQPRvzYGkncUz6NKb86X6wAAAA&pid=Api&P=0&w=300&h=300,All Year,A
248,248,248,248,Southern,Andhra Pradesh,Vijayawada,Kanaka Durga Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.44,All,"Known for its sacred temples, beaches, and spicy cuisine.",80.6185089,16.5087573,8.0,https://tse3.mm.bing.net/th?id=OIP.83I_caPoI3i6mvEVtu_4ewHaE1&pid=Api&P=0&w=300&h=300,All Year,A
249,249,249,249,Southern,Andhra Pradesh,Visakhapatnam,Rishikonda Beach,Beach,Unknown,1.5,4.5,0,Yes,,Recreational,Yes,0.39,Morning,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://tse2.mm.bing.net/th?id=OIP.Og3hHuTbM-VWlpgwuWxR0QHaDt&pid=Api&P=0&w=300&h=300,All Year,A
250,250,250,250,Southern,Andhra Pradesh,Srisailam,Mallikarjuna Swamy Temple,Temple,14th century,1.0,4.7,0,No,,Religious,No,0.49,All,"Known for its sacred temples, beaches, and spicy cuisine.",78.8727065,16.0737808,8.0,https://tse3.mm.bing.net/th?id=OIP.dQP7b7Vp2S5wNebhp4iJsgAAAA&pid=Api&P=0&w=300&h=300,All Year,A
251,251,251,251,Southern,Andhra Pradesh,Rajahmundry,Papikondalu,Hill,Unknown,2.0,4.3,0,Yes,,Nature,Yes,0.032,All,"Known for its sacred temples, beaches, and spicy cuisine.",81.7804732,17.0050454,0.0,https://tse3.mm.bing.net/th?id=OIP.VbKUGw8_-VQu19tJZGkq7QHaE7&pid=Api&P=0&w=300&h=300,All Year,A
252,252,252,252,Southern,Andhra Pradesh,Anantapur,Lepakshi,Site,16th century,1.5,4.6,0,No,,Historical,Yes,0.075,All,"Known for its sacred temples, beaches, and spicy cuisine.",77.43067381,14.72421995,19.0,https://tse1.mm.bing.net/th?id=OIP.vLvzQ59Jh80etHDFRfucbQHaFj&pid=Api&P=0&w=300&h=300,All Year,A
253,253,253,253,Southern,Andhra Pradesh,Kurnool,Belum Caves,Cave,Unknown,1.5,4.4,65,Yes,,Natural Wonder,Yes,0.11,Afternoon,"Known for its sacred temples, beaches, and spicy cuisine.",77.55425904,15.54788035,8.0,https://tse2.mm.bing.net/th?id=OIP.QmBORBJPHIygJWfgCCjIiwHaFc&pid=Api&P=0&w=300&h=300,All Year,A
254,254,254,254,Southern,Andhra Pradesh,Amravati,Amaravathi Temple,Temple,Unknown,1.0,4.7,0,Yes,,Religious,No,0.041,All,"Known for its sacred temples, beaches, and spicy cuisine.",77.64429618,21.15454115,21.0,https://tse4.mm.bing.net/th?id=OIP.Uo_3OYrW2GvvTkVGUyJoaAHaFE&pid=Api&P=0&w=300&h=300,All Year,A
255,255,255,255,Southern,Andhra Pradesh,Guntur,Uppalapadu Bird Sanctuary,Bird Sanctuary,Unknown,1.0,4.4,10,Yes,,Wildlife,Yes,0.7,All,"Known for its sacred temples, beaches, and spicy cuisine.",80.4541588,16.2915189,8.0,https://tse4.mm.bing.net/th?id=OIP.pbnUhEhCSO52KTS_l6q-dQHaFj&pid=Api&P=0&w=300&h=300,All Year,A
256,256,256,256,Southern,Andhra Pradesh,Kadapa,Gandikota Fort,Fort,12th century,1.5,4.5,0,No,,Historical,Yes,0.015,Morning,"Known for its sacred temples, beaches, and spicy cuisine.",78.8216861,14.4752936,19.0,https://tse4.mm.bing.net/th?id=OIP.6PzxxU7sZOCnex1pQ6eXkQHaGD&pid=Api&P=0&w=300&h=300,All Year,A
257,257,257,257,Southern,Andhra Pradesh,Puttaparthi,Prasanthi Nilayam,Spiritual Center,1950,1.0,4.7,0,Yes,,Religious,Yes,0.12,All,"Known for its sacred temples, beaches, and spicy cuisine.",77.8124982,14.1636778,19.0,https://tse3.mm.bing.net/th?id=OIP.mA68ElRaXxYJpyv5XbnoJAHaFj&pid=Api&P=0&w=300&h=300,All Year,A
258,258,258,258,Southern,Andhra Pradesh,Vizianagaram,Simhachalam Temple,Temple,198,1.0,4.7,0,Yes,,Religious,No,0.59,All,"Known for its sacred temples, beaches, and spicy cuisine.",83.3979562,18.1139259,0.0,https://tse3.mm.bing.net/th?id=OIP.ujbwhZxpnZPaKWssDAaP7wHaEc&pid=Api&P=0&w=300&h=300,All Year,A
259,259,259,259,Southern,Andhra Pradesh,Visakhapatnam,Kailasagiri,Hill,Unknown,2.0,4.5,0,Yes,,Recreational,Yes,0.019,All,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://tse1.mm.bing.net/th?id=OIP.kEaZnMqB0S0Kp0ggNcFHLQHaE9&pid=Api&P=0&w=300&h=300,All Year,A
260,260,260,260,Southern,Andhra Pradesh,Visakhapatnam,Submarine Museum,Museum,22,1.0,4.6,40,Yes,,Historical,Yes,0.49,All,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://tse3.mm.bing.net/th?id=OIP.n9kMqs_Veb3DeNC9GK3S7wHaFj&pid=Api&P=0&w=300&h=300,All Year,A
261,261,261,261,Southern,Andhra Pradesh,Visakhapatnam,Borra Caves,Cave,Unknown,2.0,4.5,60,No,,Natural Wonder,Yes,0.31,Afternoon,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://tse3.mm.bing.net/th?id=OIP.swJTk8yAXPqJGxNKPIoDPQHaE_&pid=Api&P=0&w=300&h=300,All Year,A
262,262,262,262,Southern,Andhra Pradesh,Visakhapatnam,War Memorial,War Memorial,Unknown,1.0,4.6,0,Yes,,Historical,Yes,0.059,All,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://tse3.mm.bing.net/th?id=OIP.elgkJgWPCLpdZ3QvGfma0wHaFc&pid=Api&P=0&w=300&h=300,All Year,A
263,263,263,263,Southern,Andhra Pradesh,Visakhapatnam,Indira Gandhi Zoological Park,Zoo,1977,2.0,4.1,20,Yes,Monday,Wildlife,Yes,0.25,Afternoon,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://tse3.mm.bing.net/th?id=OIP.GWF0x-tH4Bq3waRKfZyuxgHaEo&pid=Api&P=0&w=300&h=300,All Year,A
264,264,264,264,Southern,Andhra Pradesh,Visakhapatnam,Matsyadarshini Aquarium,Aquarium,Unknown,1.0,3.8,20,Yes,,Recreational,Yes,0.03,All,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://tse4.mm.bing.net/th?id=OIP.5F7RQLitaeKHEvGVO8DsOAHaD3&pid=Api&P=0&w=300&h=300,All Year,A
265,265,265,265,Southern,Andhra Pradesh,Visakhapatnam,Visakha Museum,Museum,1991,1.0,4.3,10,Yes,,Cultural,Yes,0.065,All,"Known for its sacred temples, beaches, and spicy cuisine.",83.3012842,17.7231276,0.0,https://tse3.mm.bing.net/th?id=OIP.Dd7Ryj0PJcpsArT46a0XvgHaFj&pid=Api&P=0&w=300&h=300,All Year,A
266,266,266,266,Eastern,Sikkim,Gangtok,Nathula Pass,Hill,Unknown,2.0,4.3,20,Yes,,Historical,Yes,0.15,Afternoon,Known for its stunning landscapes and Buddhist monasteries.,88.6122673,27.329046,20.0,https://tse3.mm.bing.net/th?id=OIP.AFemNwrjLSFT3lh3quv0LAHaFm&pid=Api&P=0&w=300&h=300,All Year,A
267,267,267,267,Eastern,Sikkim,Pelling,Pemayangtse Monastery,Monastery,1705,1.0,4.6,20,No,,Religious,No,0.015,Morning,Known for its stunning landscapes and Buddhist monasteries.,88.2356503,27.3003722,20.0,https://tse2.mm.bing.net/th?id=OIP.RzeNCnYDDEbyGj_WmaU5SgHaE7&pid=Api&P=0&w=300&h=300,All Year,A
268,268,268,268,Eastern,Sikkim,Namchi,Char Dham,Religious Complex,211,2.0,4.7,50,Yes,,Religious,No,0.12,All,Known for its stunning landscapes and Buddhist monasteries.,88.37859609,27.3031019,20.0,https://tse3.mm.bing.net/th?id=OIP.rnyZLuRTJE0HFMkKyW_1sAHaE8&pid=Api&P=0&w=300&h=300,All Year,A
269,269,269,269,Eastern,Sikkim,Gangtok,Rumtek Monastery,Monastery,1960s,1.0,4.6,10,Yes,,Religious,No,0.035,Morning,Known for its stunning landscapes and Buddhist monasteries.,88.6122673,27.329046,20.0,https://tse2.mm.bing.net/th?id=OIP.jKuZ43QCjTb_4BD8dMLrHAHaE7&pid=Api&P=0&w=300&h=300,All Year,A
270,270,270,270,Eastern,Sikkim,Ravangla,Buddha Park,Park,213,1.0,4.8,50,Yes,,Cultural,Yes,0.1,All,Known for its stunning landscapes and Buddhist monasteries.,88.3644723,27.3051271,20.0,https://tse3.mm.bing.net/th?id=OIP.YTsm7Y8eDWFzsnjk05eW2QHaJ4&pid=Api&P=0&w=300&h=300,All Year,A
271,271,271,271,Eastern,Sikkim,Gangtok,Baba Harbhajan Singh Temple,Temple,1967,1.0,4.7,0,Yes,,Religious,No,0.075,All,Known for its stunning landscapes and Buddhist monasteries.,88.6122673,27.329046,20.0,https://tse3.mm.bing.net/th?id=OIP.IEyhNc2t9TGOCQguhzTq8wHaFj&pid=Api&P=0&w=300&h=300,All Year,A
272,272,272,272,Eastern,Sikkim,Gangtok,Tsomgo Lake,Lake,Unknown,2.0,4.5,0,Yes,,Nature,Yes,0.15,Morning,Known for its stunning landscapes and Buddhist monasteries.,88.6122673,27.329046,20.0,https://tse4.mm.bing.net/th?id=OIP.q3mMMhkZ3OdigQ9TLh-wOAHaEK&pid=Api&P=0&w=300&h=300,All Year,A
273,273,273,273,North Eastern,Assam,Guwahati,Kamakhya Temple,Temple,Unknown,2.0,4.6,0,Yes,,Religious,No,0.21,All,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",91.753943,26.1805978,17.0,https://tse1.mm.bing.net/th?id=OIP.dfG1493tCU0E2lnAym2XdgHaL4&pid=Api&P=0&w=300&h=300,All Year,A
274,274,274,274,North Eastern,Assam,Kaziranga,Kaziranga National Park,National Park,1905,3.0,4.5,650,No,,Wildlife,No,0.068,Morning,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",93.4084741,26.5892533,17.0,https://tse4.mm.bing.net/th?id=OIP.D3iIaJ9QFYvFoZC_N2mLfgHaEw&pid=Api&P=0&w=300&h=300,Monsoon,M
275,275,275,275,North Eastern,Assam,Guwahati,Umananda Island,Island,Unknown,1.0,4.1,0,Yes,,Nature,Yes,0.01,Morning,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",91.753943,26.1805978,17.0,https://tse2.mm.bing.net/th?id=OIP.s2VgA3qtkc1LMx-6Xwm3zgHaEK&pid=Api&P=0&w=300&h=300,All Year,A
276,276,276,276,North Eastern,Assam,Sivasagar,Sivasagar Sivadol,Temple,1734,1.0,4.7,0,No,,Historical,Yes,0.065,All,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",94.6394226,26.9834936,1.0,https://tse2.mm.bing.net/th?id=OIP.XY_hFWb85uE_vfBAJnN50AHaFj&pid=Api&P=0&w=300&h=300,All Year,A
277,277,277,277,North Eastern,Assam,Majuli,Majuli Island,River Island,Unknown,2.0,4.7,0,No,,Cultural,Yes,0.01,Morning,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",94.32742303,27.02195285,1.0,https://tse2.mm.bing.net/th?id=OIP.Vafum7R9kyRwmezXr8SiNgHaE8&pid=Api&P=0&w=300&h=300,All Year,A
278,278,278,278,North Eastern,Assam,Manas,Manas National Park,National Park,1990,3.0,4.6,500,No,,Wildlife,Yes,0.19,Morning,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",73.51575428,24.32410455,11.0,https://tse3.mm.bing.net/th?id=OIP.lmrlD-p9IE1yUsyG_3npdQHaEv&pid=Api&P=0&w=300&h=300,All Year,A
279,279,279,279,North Eastern,Assam,Hajo,Hayagriva Madhava Temple,Temple,Unknown,1.0,4.5,0,No,,Religious,Yes,0.9,All,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",91.54234804,26.23597655,17.0,https://tse1.mm.bing.net/th?id=OIP.HnphTq-dCYD9R65YFjKemwHaJ4&pid=Api&P=0&w=300&h=300,All Year,A
280,280,280,280,North Eastern,Assam,Guwahati,Pobitora Wildlife Sanctuary,Wildlife Sanctuary,1987,2.0,4.4,500,Yes,,Wildlife,Yes,0.037,All,"Famous for its tea gardens, wildlife, and the Brahmaputra River.",91.753943,26.1805978,17.0,https://tse3.mm.bing.net/th?id=OIP.Lc-_ExOWXjiVE3LTDBe_BQHaE8&pid=Api&P=0&w=300&h=300,All Year,A
281,281,281,281,North Eastern,Arunachal Pradesh,Tawang,Tawang Monastery,Monastery,1680,2.0,4.7,0,No,,Religious,No,0.032,Morning,The Land of the Rising Sun with lush valleys and monasteries.,91.863733,27.5879186,20.0,https://tse2.mm.bing.net/th?id=OIP.1904SQ-0Bmndn9UscGkjoQHaE3&pid=Api&P=0&w=300&h=300,All Year,A
282,282,282,282,North Eastern,Tripura,Agartala,Ujjayanta Palace,Palace,1901,1.5,4.5,10,Yes,Monday,Historical,Yes,0.035,All,Known for its palaces and diverse tribal culture.,91.2823821,23.8312377,24.0,https://tse1.mm.bing.net/th?id=OIP.OWiqGfvjhVI2yhrdPbhFsAHaEK&pid=Api&P=0&w=300&h=300,All Year,A
283,283,283,283,North Eastern,Tripura,Dumboor,Dumboor Lake,Lake,Unknown,1.0,4.5,0,No,,Nature,Yes,0.01,Morning,Known for its palaces and diverse tribal culture.,91.83818815,23.47363145,24.0,https://tse1.mm.bing.net/th?id=OIP.Wq2b70ZuJRxrHPO2hMYslgHaEK&pid=Api&P=0&w=300&h=300,All Year,A
284,284,284,284,North Eastern,Tripura,Unakoti,Unakoti Rock Carvings,Rock Carvings,700,1.5,4.5,20,No,,Historical,Yes,0.025,Morning,Known for its palaces and diverse tribal culture.,92.04604831,24.19098485,11.0,https://tse2.mm.bing.net/th?id=OIP.e9eTFu__fMqx289y7FiG_gAAAA&pid=Api&P=0&w=300&h=300,All Year,A
285,285,285,285,Central,Chhattisgarh,Bastar,Chitrakote Falls,Waterfall,Unknown,1.5,4.6,0,No,,Nature,Yes,0.19,Morning,"Known for its dense forests, waterfalls, and tribal culture.",81.82918649,19.11912825,12.0,https://tse3.mm.bing.net/th?id=OIP.5ura49rOY-IRyIrhR6kBeQHaEK&pid=Api&P=0&w=300&h=300,All Year,A
286,286,286,286,North Eastern,Nagaland,Dzükou Valley,Dzükou Valley,Valley,Unknown,3.0,4.7,0,No,,Trekking,Yes,0.01,Afternoon,Famous for its tribal culture and the Hornbill Festival.,94.1215991,25.5514981,16.0,https://tse4.mm.bing.net/th?id=OIP.eLipdBSIlIFTjk80M3Gn_AHaE8&pid=Api&P=0&w=300&h=300,All Year,A
287,287,287,287,Southern,Puducherry,Puducherry,Promenade Beach,Beach,Unknown,1.0,4.5,0,Yes,,Recreational,Yes,0.09,Morning,French colonial heritage town with beaches and spiritual retreats.,79.8069488,10.91564885,14.0,https://tse1.mm.bing.net/th?id=OIP.45mFvyCWfpoZv5Lgt-ptigHaFj&pid=Api&P=0&w=300&h=300,All Year,A
288,288,288,288,Southern,Puducherry,Auroville,Auroville,Township,1968,2.0,4.1,0,Yes,,Cultural,Yes,0.035,All,French colonial heritage town with beaches and spiritual retreats.,79.8099471,12.0073927,2.0,https://tse2.mm.bing.net/th?id=OIP.FCLsqAuem7I7-4xpKETmCAHaE9&pid=Api&P=0&w=300&h=300,All Year,A
289,289,289,289,Southern,Puducherry,Puducherry,Paradise Beach,Beach,Unknown,1.0,4.5,200,Yes,,Recreational,Yes,0.015,Morning,French colonial heritage town with beaches and spiritual retreats.,79.8069488,10.91564885,14.0,https://tse1.mm.bing.net/th?id=OIP.jzbpu-OLUvySkGHYb_aStgHaFj&pid=Api&P=0&w=300&h=300,All Year,A
290,290,290,290,Southern,Andaman and Nicobar Islands,Port Blair,Cellular Jail,Landmark,1906,1.5,4.7,30,Yes,Monday,Historical,Yes,0.12,Afternoon,Tropical paradise known for beaches and marine life.,92.7390448,11.6645348,2.0,https://tse2.mm.bing.net/th?id=OIP.aXqOYUVQb2V8qeKz3yVHXgHaE9&pid=Api&P=0&w=300&h=300,All Year,A
291,291,291,291,Southern,Andaman and Nicobar Islands,Havelock Island,Radhanagar Beach,Beach,Unknown,1.0,4.8,0,No,,Nature,Yes,0.09,Morning,Tropical paradise known for beaches and marine life.,92.99562115,11.9651954,2.0,https://tse1.mm.bing.net/th?id=OIP.XhKIjDMRNRta85pnBHgkegHaFj&pid=Api&P=0&w=300&h=300,All Year,A
292,292,292,292,Southern,Andaman and Nicobar Islands,Neil Island,Bharatpur Beach,Beach,Unknown,1.0,4.5,0,No,,Nature,Yes,0.04,Morning,Tropical paradise known for beaches and marine life.,93.04193024,11.83137395,2.0,https://tse1.mm.bing.net/th?id=OIP.hk4D7F0g8lVkKTC5AsASaQHaEK&pid=Api&P=0&w=300&h=300,All Year,A
293,293,293,293,Southern,Andaman and Nicobar Islands,Baratang Island,Limestone Caves,Natural Feature,Unknown,1.5,4.4,250,No,,Nature,Yes,0.015,Morning,Tropical paradise known for beaches and marine life.,92.81103514,12.1883182,2.0,https://tse3.mm.bing.net/th?id=OIP.p_nyv9p8LXdgsiCJ63P_GQHaFh&pid=Api&P=0&w=300&h=300,All Year,A
294,294,294,294,Western,Daman and Diu,Diu,Naida Caves,Cave,Unknown,1.0,4.5,0,No,,Nature,Yes,0.6,Afternoon,Known for beaches and colonial history.,70.93238341,20.71817495,7.0,https://tse2.mm.bing.net/th?id=OIP.ZId6Yq2MUihR_HtZfKJfyAHaFj&pid=Api&P=0&w=300&h=300,All Year,A
295,295,295,295,Western,Daman and Diu,Diu,Diu Fort,Fort,1535,1.5,4.6,0,No,,Historical,Yes,1.2,Afternoon,Known for beaches and colonial history.,70.93238341,20.71817495,7.0,https://tse1.mm.bing.net/th?id=OIP.iaT6-EPT6IELxEnJTAKMVQHaFj&pid=Api&P=0&w=300&h=300,All Year,A
