,Unnamed: 0,Sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit,State Description,longitude,latitude,loc_clusters,img,,,,,,,,,,,,,,,,,,,,,name,,,,,latitude,,longitude
173,173,173,Northern,Uttarakhand,Auli,Auli Ski Resort,Ski Resort,1990,3,4.5,0,No,,Adventure,Yes,0.01,Morning,The Land of Gods with its Himalayan beauty and pilgrimage sites.,78.9014,20.6403,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXyx7D_PaqEgBbtV6O-RytegZJGWHVk2iHgrE4YV5q3jvyUsSfaHWF5Vazf5E&s,,,,,,,,,,,,,,,,,,,,,Auli Ski Resort,,,,,,,
174,174,174,Northern,Uttarakhand,Badrinath,Badrinath Temple,Temple,-820,1,4.8,0,No,,Religious,No,0.29,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.3036,20.5898,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRs_dMo1KZBIt4kK6xeXeH52OkV7RrjqaCKOPqsxiwRbkfSJgLknYXgExdUIQ&s,,,,,,,,,,,,,,,,,,,,,Badrinath Temple,,,,,,,
175,175,175,Northern,Uttarakhand,Almora,Binsar Wildlife Sanctuary,Wildlife Sanctuary,1988,2,4.3,150,No,,Wildlife,Yes,0.01,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,75.8315,20.6794,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGpl4vmM8QnbGp45_8WUrQNJOAw3gRae0wwoZ8-bXCpnEcCH2pvfzCoAzvAQ0&s,,,,,,,,,,,,,,,,,,,,,Binsar Wildlife Sanctuary,,,,,,,
176,176,176,Northern,Uttarakhand,Ranikhet,Chaubatia Gardens,Orchard,1868,1,4,50,No,,Recreational,Yes,0.025,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,75.536,20.208,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKxyYf9P7XA3zRfDxtE4nNsSAW25ZPeqD_cq1H8AWkhYqojkHIvaucWgcsqw&s,,,,,,,,,,,,,,,,,,,,,Chaubatia Gardens,,,,,,,
177,177,177,Northern,Uttarakhand,Jim Corbett,Jim Corbett National Park,National Park,1936,3,4.4,100,Yes,,Wildlife,Yes,0.3,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,76.2545,20.422,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTj7QRKIMMJmw8O4CywWNyQsz1I912GGT-OzWhRhhTgGQdJmh8HgRgjbO-d_g&s,,,,,,,,,,,,,,,,,,,,,Jim Corbett National Park,,,,,,,
178,178,178,Northern,Uttarakhand,Uttarkashi,Gangotri Temple,Temple,1751,1,4.8,0,No,,Religious,No,0.05,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,78.4762,20.1007,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRdYtFb1HzYjPT8mzZvv-peb3AEREJzn883oWfGy9SOatZ1h6fChGmAHJCZhA&s,,,,,,,,,,,,,,,,,,,,,Gangotri Temple,,,,,,,
179,179,179,Northern,Uttarakhand,Chopta,Tungnath Temple,Temple,751,2,4.8,0,No,,Religious,No,0.09,All,The Land of Gods with its Himalayan beauty and pilgrimage sites.,79.7753,20.6488,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdNhACF-XAEY87J7Yqu0ODUJTNMAtvkhws46OjKE67JH7BG29WV9VpiRxJEcs&s,,,,,,,,,,,,,,,,,,,,,Tungnath Temple,,,,,,,
180,180,180,Northern,Uttarakhand,Joshimath,Valley of Flowers,National Park,1982,5,4.7,150,No,,Nature,Yes,0.035,Morning,The Land of Gods with its Himalayan beauty and pilgrimage sites.,75.0725,20.3388,9,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSB_EeY9VBxI2EJMZSpNU92l_-z1Xe8hY88_rhNHbyL88--o22UJQeNbNicfw&s,,,,,,,,,,,,,,,,,,,,,Valley of Flowers,,,,,,,
181,181,181,Central,Uttar Pradesh,Agra,Taj Mahal,Mausoleum,1632,2,4.6,50,Yes,Friday,Historical,Yes,2.25,Morning,Home to the Taj Mahal and sacred cities like Varanasi.,77.0477,20.1477,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRutFm4-E2POeyFHl6Ks9ZLXSD9gCxjNuiBh2c3luolrGc-CEOrNCKC-9Pmew&s,,,,,,,,,,,,,,,,,,,,,Taj Mahal,,,,,,,
182,182,182,Central,Uttar Pradesh,Varanasi,Kashi Vishwanath Temple,Temple,Unknown,1,4.7,0,Yes,,Religious,No,0.9,All,Home to the Taj Mahal and sacred cities like Varanasi.,75.2301,20.1022,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXkb4FhK3o9vsXelEXZ1lNdjKO5LCXQsXV_vA3nVSnTh9rFkYBKY03_BkCSeM&s,,,,,,,,,,,,,,,,,,,,,Kashi Vishwanath Temple,,,,,,,
183,183,183,Central,Uttar Pradesh,Lucknow,Bara Imambara,Monument,1784,1.5,4.4,50,Yes,Monday,Historical,No,0.45,All,Home to the Taj Mahal and sacred cities like Varanasi.,75.3073,20.54,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3KrKmfB4a3c33koR35AaYXmDelVvM58ZCGgMDtSeIpMg4fGHZ9tfCL-TLnaI&s,,,,,,,,,,,,,,,,,,,,,Bara Imambara,,,,,,,
184,184,184,Central,Uttar Pradesh,Mathura,Krishna Janmabhoomi,Temple,Unknown,1,4.7,0,Yes,,Religious,No,0.13,All,Home to the Taj Mahal and sacred cities like Varanasi.,75.2637,20.787,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBCjj4IFGAe0RhltT6wfco7_h0hNYzKnXdeL1VdRlonXn5iqpQLHilObCiEA&s,,,,,,,,,,,,,,,,,,,,,Krishna Janmabhoomi,,,,,,,
185,185,185,Central,Uttar Pradesh,Ayodhya,Ram Janmabhoomi,Religious Site,Unknown,1,4.8,0,Yes,,Religious,No,0.025,All,Home to the Taj Mahal and sacred cities like Varanasi.,78.0262,20.8782,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7skCjMKVyz1Gyk2f47V-V4SbRJuCThFRFua6yxkvB6w2ciIJv-cqpnvHkKw&s,,,,,,,,,,,,,,,,,,,,,Ram Janmabhoomi,,,,,,,
186,186,186,Central,Uttar Pradesh,Vrindavan,Banke Bihari Temple,Temple,1864,1,4.8,0,Yes,,Religious,No,0.37,All,Home to the Taj Mahal and sacred cities like Varanasi.,78.334,20.2166,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQC8s1Ely_kx_T5IEcntgB5Xsuu1aqlYnwrjy7dq7XMuEpBcF57P05h1IccmMs&s,,,,,,,,,,,,,,,,,,,,,Banke Bihari Temple,,,,,,,
187,187,187,Central,Uttar Pradesh,Allahabad,Triveni Sangam,Confluence,Unknown,1,4.5,0,Yes,,Religious,Yes,0.09,Morning,Home to the Taj Mahal and sacred cities like Varanasi.,78.2533,20.1316,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxusqQcDuqwXX1mJd383owi3VJ6KsdwpYzWGAjEAzu5VFNSH2cH4iUxmIIig&s,,,,,,,,,,,,,,,,,,,,,Triveni Sangam,,,,,,,
188,188,188,Central,Uttar Pradesh,Jhansi,Jhansi Fort,Fort,1613,1.5,4.4,15,Yes,,Historical,Yes,0.25,All,Home to the Taj Mahal and sacred cities like Varanasi.,77.1921,21.154,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSa2d3EU8Lme-j4bEdCPYRMOCZt8D6ersQLALwMUIkixCyMT5l5Qht68iF-3Q&s,,,,,,,,,,,,,,,,,,,,,Jhansi Fort,,,,,,,
189,189,189,Central,Uttar Pradesh,Sarnath,Dhamek Stupa,Monument,-500,1,4.6,5,Yes,,Historical,Yes,0.065,All,Home to the Taj Mahal and sacred cities like Varanasi.,78.9569,21.4164,16,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmDvVyv54POwY_UbOlca7MINynnWz3Ds3rdt_j3boLETzIE7BZWel5RCJ_ZQ&s,,,,,,,,,,,,,,,,,,,,,Dhamek Stupa,,,,,,,
190,190,190,Central,Uttar Pradesh,Fatehpur Sikri,Buland Darwaza,Monument,1571,2,4.4,40,Yes,,Historical,Yes,0.07,Afternoon,Home to the Taj Mahal and sacred cities like Varanasi.,79.2532,21.1377,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTh6ero6Mwu8O7anO_9TySZ0sYj3rhLckAAayXuybWjROuBQYbdY8QtfrT7g&s,,,,,,,,,,,,,,,,,,,,,Buland Darwaza,,,,,,,
191,191,191,Central,Uttar Pradesh,Noida,Okhla Bird Sanctuary,Bird Sanctuary,1990,1.5,4.3,30,Yes,,Wildlife,Yes,0.035,All,Home to the Taj Mahal and sacred cities like Varanasi.,77.2218,21.342,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSib_ZAr9z5-Syr6ZZ6L9q-Zwu3QdmA9Cy1tiVAx33eUQrqIl7IIl8sOjflrA&s,,,,,,,,,,,,,,,,,,,,,Okhla Bird Sanctuary,,,,,,,
192,192,192,Central,Uttar Pradesh,Aligarh,Aligarh Fort,Fort,1524,1,4.1,20,Yes,,Historical,Yes,0.0165,Afternoon,Home to the Taj Mahal and sacred cities like Varanasi.,75.5577,21.1662,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRJ4yKic4HtoL8Gqyii4Twr6HxhXuwcZ2dtZg7OkjUwZEeuiUqSzWUrqFJNuU&s,,,,,,,,,,,,,,,,,,,,,Aligarh Fort,,,,,,,
193,193,193,Central,Uttar Pradesh,Meerut,Augarnath Temple,Temple,Unknown,1,4.8,0,Yes,,Religious,No,0.045,All,Home to the Taj Mahal and sacred cities like Varanasi.,77.1386,21.1609,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiW-B9W4maXSVw6w9forYf-qtD110n186oCX9uZpUKGubyTl6m-VyBhC1P1w&s,,,,,,,,,,,,,,,,,,,,,Augarnath Temple,,,,,,,
194,194,194,Central,Uttar Pradesh,Kanpur,Allen Forest Zoo,Zoo,1971,2,4.2,150,Yes,Monday,Wildlife,Yes,0.21,All,Home to the Taj Mahal and sacred cities like Varanasi.,75.15,21.3031,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4AbYmTwVQ_SdqPImPYVivLZuQNB0NHfWnnDE4TDxkzyC8e6VnD02q4r3iamY&s,,,,,,,,,,,,,,,,,,,,,Allen Forest Zoo,,,,,,,
195,195,195,Northern,Jammu and Kashmir,Srinagar,Dal Lake,Lake,Unknown,2,4.6,0,Yes,,Nature,Yes,0.15,Morning,"Renowned for its beautiful valleys, lakes, and houseboats.",73.09,21.3545,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsbZY9RN5xXs9AE2wGUmspK7kP5MD4hLoB5fmdSTkoStHq9nIUB6yaLh6Tqg&s,,,,,,,,,,,,,,,,,,,,,Dal Lake,,,,,,,
196,196,196,Northern,Ladakh,Leh,Pangong Tso,Lake,Unknown,2,4.9,20,Yes,,Nature,Yes,0.15,Morning,"Known for its stunning landscapes, monasteries, and adventure tourism.",74.7691,21.1651,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6rMi4IxgaytcdZ8SWWNRsUr0h-CiBK3QoreOO5IBnmUIKJLJ5McuUhRc6TtU&s,,,,,,,,,,,,,,,,,,,,,Pangong Tso,,,,,,,
197,197,197,Northern,Jammu and Kashmir,Pahalgam,Betaab Valley,Valley,Unknown,2,4.6,100,No,,Nature,Yes,0.11,All,"Renowned for its beautiful valleys, lakes, and houseboats.",79.5973,21.6,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR85SZKUX7PiXyT7obRN4x0LvOMUVws-zVtTxyyM-8o3lgaSO8KBg09THJweg&s,,,,,,,,,,,,,,,,,,,,,Betaab Valley,,,,,,,
198,198,198,Northern,Jammu and Kashmir,Jammu,Vaishno Devi,Temple,Unknown,5,4.7,0,Yes,,Religious,No,0.55,All,"Renowned for its beautiful valleys, lakes, and houseboats.",79.1154,21.724,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxYMVLNKvgtLNq9HBG4qCnV7Z1nLDjHRneyGJwN5IunkdhLElnIJ9aNOfS_w&s,,,,,,,,,,,,,,,,,,,,,Vaishno Devi,,,,,,,
199,199,199,Northern,Jammu and Kashmir,Udhampur,Patnitop Height,Hill,Unknown,2,4.1,0,No,,Recreational,Yes,0.01,All,"Renowned for its beautiful valleys, lakes, and houseboats.",75.7535,21.2916,10,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQzVPH8bkZh0G5UVfrdC3dw7eMYTmgjAyf9ycKzuEoff7IZIvsvFAhHitJ3Gvk&s,,,,,,,,,,,,,,,,,,,,,Patnitop Height,,,,,,,
200,200,200,Northern,Jammu and Kashmir,Anantnag,Amarnath Cave,Temple,Unknown,6,4.5,0,No,,Religious,Yes,0.11,All,"Renowned for its beautiful valleys, lakes, and houseboats.",75.7544,22.5516,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNdT7uKRZNvUZHMboEbwlpWLQ1VV11iIOTji0NbMNfyPfvoat4ECHtkSUMcQ&s,,,,,,,,,,,,,,,,,,,,,Amarnath Cave,,,,,,,
201,201,201,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,20,Yes,,Religious,No,0.05,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",79.5052,22.7393,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJ6j5gerdrBhLWMC4qr-Z0K9i7nMjqPEPai7m3EIIrHBBXbH_TVQseLkmEzw&s,,,,,,,,,,,,,,,,,,,,,Thiksey Monastery,,,,,,,
202,202,202,Northern,Ladakh,Nubra Valley,Nubra Valley,Valley,Unknown,2,4.5,0,No,,Nature,Yes,0.1,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",78.5711,22.9356,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHYWS0zEi64TaDxgPx7g5v9Cl3_Q0yWszJMRU8XZELeHJtJI3q48yW4wHTYA&s,,,,,,,,,,,,,,,,,,,,,Nubra Valley,,,,,,,
203,203,203,Northern,Ladakh,Kargil,Kargil War Memorial,War Memorial,24,1,4.8,0,No,,Historical,Yes,0.011,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",80.7841,22.5537,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAQOPx2eAv1OzEU_gFmKmhFxnSTWG9gqy-_u8mC_tARLhAgtp13oO0IedreQ&s,,,,,,,,,,,,,,,,,,,,,Kargil War Memorial,,,,,,,
204,204,204,Northern,Ladakh,Diskit,Diskit Monastery,Monastery,1351,1,4.7,20,No,,Religious,No,0.015,Morning,"Known for its stunning landscapes, monasteries, and adventure tourism.",80.7823,22.2254,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlRbwk_Oc87pLYBb85dBfyfYq43U9GY7ZlTqGqDMehe6GSceFqVl8qPk91FA&s,,,,,,,,,,,,,,,,,,,,,Diskit Monastery,,,,,,,
205,205,205,Northern,Jammu and Kashmir,Kishtwar,Kishtwar National Park,National Park,1981,3,4.3,100,No,,Wildlife,Yes,0.01,All,"Renowned for its beautiful valleys, lakes, and houseboats.",88.1134,22.2081,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_CmiQ0UYqD_rnoO4_LO1QcHLP_0YfD4DE7lFLJgPnhI61B8g-pX6AJZpWXL0&s,,,,,,,,,,,,,,,,,,,,,Kishtwar National Park,,,,,,,
206,206,206,Northern,Ladakh,Hemis,Hemis National Park,National Park,1981,4,4.4,20,No,,Wildlife,Yes,0.02,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",80.6806,22.6525,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmOp9Cc19R2dFmdA3yI4L0kU1CkEN7WkhQv9v2OJeEs8y6xyy2Tnv7rrZtUA4&s,,,,,,,,,,,,,,,,,,,,,Hemis National Park,,,,,,,
207,207,207,Northern,Ladakh,Dras,Dras War Memorial,War Memorial,Unknown,1,4.8,0,No,,Historical,Yes,0.012,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",87.984,22.6494,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAQOPx2eAv1OzEU_gFmKmhFxnSTWG9gqy-_u8mC_tARLhAgtp13oO0IedreQ&s,,,,,,,,,,,,,,,,,,,,,Dras War Memorial,,,,,,,
208,208,208,Northern,Ladakh,Leh,Magnetic Hill,Gravity Hill,Unknown,0.5,3.7,0,Yes,,Nature,Yes,0.1,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",88.3209,22.7165,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSapM-dMJin01egJhGkgntvmo-9JFdz7jFQX65hAgAUPQojGkeVb57Jfm4Liw&s,,,,,,,,,,,,,,,,,,,,,Magnetic Hill,,,,,,,
209,209,209,Northern,Ladakh,Leh,Khardung La Pass,Hill,Unknown,1,4.5,0,Yes,,Adventure,Yes,0.05,Afternoon,"Known for its stunning landscapes, monasteries, and adventure tourism.",92.9626,22.9468,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0JKUexFYNtDFCf5cbmvh2ihar-D55WTzHjs5ZdgXwnZRdoUNb41VgBo6EKg&s,,,,,,,,,,,,,,,,,,,,,Khardung La Pass,,,,,,,
210,210,210,Northern,Ladakh,Leh,Thiksey Monastery,Monastery,1430,1.5,4.7,30,Yes,,Religious,No,0.05,All,"Known for its stunning landscapes, monasteries, and adventure tourism.",93.6777,23.1736,6,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJ6j5gerdrBhLWMC4qr-Z0K9i7nMjqPEPai7m3EIIrHBBXbH_TVQseLkmEzw&s,,,,,,,,,,,,,,,,,,,,,Thiksey Monastery,,,,,,,
211,211,211,Central,Uttar Pradesh,Vrindavan,Prem Mandir,Temple,2012,1.5,4.8,0,Yes,,Religious,Yes,0.49,Evening,Home to the Taj Mahal and sacred cities like Varanasi.,93.4382,23.1724,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGThZVqx3IOuSJPo4RXveY3yLXF0TEo2aaaJiY8Q5TM0DqDfAabS8U616gCS0&s,,,,,,,,,,,,,,,,,,,,,Prem Mandir,,,,,,,
212,212,212,Central,Uttar Pradesh,Porbandar,Kirti Mandir,Memorial,1950,1,4.8,0,Yes,,Historical,Yes,0.03,Morning,Home to the Taj Mahal and sacred cities like Varanasi.,90.8536,23.119,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSopXNoERQWHwAr0QZGq_SO9Mb7sjK1WMJRn2GdB-ZSjVzwjC6-30s9YZJjhQ&s,,,,,,,,,,,,,,,,,,,,,Kirti Mandir,,,,,,,
213,213,213,Central,Uttar Pradesh,Mathura,Nand Gaon,Village,Unknown,1,4.1,0,Yes,,Cultural,Yes,0.01,Morning,Home to the Taj Mahal and sacred cities like Varanasi.,90.9591,23.7372,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5dZnJHBJGpC8z0gvOIyYXGdkOyXQUPeStbtnf4h_pCOLDOtl7HzjtogwU_A&s,,,,,,,,,,,,,,,,,,,,,Nand Gaon,,,,,,,
214,214,214,Central,Uttar Pradesh,Mathura,Barsana Mandir,Temple,Unknown,1,4.8,0,Yes,,Religious,Yes,0.1,Morning,Home to the Taj Mahal and sacred cities like Varanasi.,78.0491,23.5501,20,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQEWhiNCt4wZwxlstZbV9l25FodWQk80M0RYVbOyVCSRsc7DdRnz2oHV7m9C4Y&s,,,,,,,,,,,,,,,,,,,,,Barsana Mandir,,,,,,,
215,215,215,Eastern,West Bengal,Darjeeling,Tiger Hill,Sunrise Point,Unknown,1,4.5,0,No,,Nature,Yes,0.025,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",85.8267,23.8138,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRs_EEQtUvLB8x5XKnN0_5oXAdOTNcn_oQwWP_UZ-YwQdpAbfFMAZJsHst8pEc&s,,,,,,,,,,,,,,,,,,,,,Tiger Hill,,,,,,,
216,216,216,Eastern,West Bengal,Siliguri,Jaldapara National Park,Wildlife Sanctuary,1941,3,4.4,250,Yes,,Wildlife,Yes,0.035,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",85.9047,23.873,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRW_ddiU6LHnBpaEETRjjQCTlwq-xBmxq3RRM708CKuOX-KPnCmX_rodJPzoQ&s,,,,,,,,,,,,,,,,,,,,,Jaldapara National Park,,,,,,,
217,217,217,Eastern,West Bengal,Sundarbans,Sundarbans National Park,National Park,1984,4,4.4,60,No,,Wildlife,Yes,0.065,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",81.5266,23.123,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJ3CKvvURr9jdx0HVyqct4bh9AvS3KLaFW7r7DQ7FsowzgNewJisWn9pgTQEk&s,,,,,,,,,,,,,,,,,,,,,Sundarbans National Park,,,,,,,
218,218,218,Eastern,West Bengal,Digha,Digha Beach,Beach,Unknown,1.5,4.5,0,No,,Recreational,Yes,0.09,Morning,"Famous for Kolkata, the Sundarbans, and cultural festivals.",92.9074,23.0196,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRq3TqvxHH_w_1c6bMe2uVW4b7rkvWwVmwr2mWKdebtNQwSnRzA-nWEBBS4EA&s,,,,,,,,,,,,,,,,,,,,,Digha Beach,,,,,,,
219,219,219,Eastern,West Bengal,Murshidabad,Hazarduari Palace,Palace,1837,1.5,4.5,10,Yes,Friday,Historical,Yes,0.18,Morning,"Famous for Kolkata, the Sundarbans, and cultural festivals.",92.4443,23.3617,11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJY7NjJl2Wze2aN8pMNL2k84KkMkZZcZjeHiPDUkp5Lb398NRRgQI2C82pUQ&s,,,,,,,,,,,,,,,,,,,,,Hazarduari Palace,,,,,,,
220,220,220,Eastern,West Bengal,Bolpur,Kankalitala Temple,Temple,Unknown,0.5,4.7,0,Yes,,Religious,No,0.045,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",91.6424,23.2113,24,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0Ftum1GOHrgvA-qAmbLu4wDXUIdJJaXo7gvzd3_YVbIARisPhO9J5KEAknkQ&s,,,,,,,,,,,,,,,,,,,,,Kankalitala Temple,,,,,,,
221,221,221,Eastern,West Bengal,Hooghly,Hangseswari Temple,Temple,1814,0.5,4.6,0,Yes,,Architectural,No,0.07,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",78.1214,23.217,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjvZH2lQlq8pKzrEaxtCiZ7Gj4xh_JGci9YFNVEcW3N73DoABW0OhNcy0swA&s,,,,,,,,,,,,,,,,,,,,,Hangseswari Temple,,,,,,,
222,222,222,Eastern,West Bengal,Jalpaiguri,Gorumara National Park,National Park,1949,3,4.4,100,Yes,,Wildlife,Yes,0.07,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",76.8188,23.0218,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQP4DSqLJBZX6ryEC1ilJjrpsvDM924Cv-CooHDEOIpTRJ6-PJWKWZxqBXZ3A&s,,,,,,,,,,,,,,,,,,,,,Gorumara National Park,,,,,,,
223,223,223,Eastern,West Bengal,Cooch Behar,Cooch Behar Palace,Palace,1887,1,4.5,20,Yes,Friday,Historical,Yes,0.09,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",78.5822,23.3024,17,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTH0mfHop8l3yUzIzaQm-9NE5sAa0zRGTtdh0bMYz0e1plBbSvbBapwOyvoKw&s,,,,,,,,,,,,,,,,,,,,,Cooch Behar Palace,,,,,,,
224,224,224,Eastern,West Bengal,Purulia,Ayodhya Hills,Hill,Unknown,2.5,4.5,0,No,,Nature,Yes,0.15,All,"Famous for Kolkata, the Sundarbans, and cultural festivals.",78.8278,23.2287,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYjEr5pSbnMhnBJBATU4vrxlRMAd9qAXZwmlYdP3f04dl0f1yqRHEaPySKUQ&s,,,,,,,,,,,,,,,,,,,,,Ayodhya Hills,,,,,,,
225,225,225,Eastern,Odisha,Puri,Jagannath Temple,Temple,12th century,2,4.7,0,Yes,,Religious,No,1,All,"Known for its temples, especially the Sun Temple at Konark.",78.9618,23.1794,22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTskwPC-wj8C3-lgRlwnp_IolT0UJaaVmekNpYC4Z_-B4WmFPCPcXCdxmadmgY&s,,,,,,,,,,,,,,,,,,,,,Jagannath Temple,,,,,,,
226,226,226,Eastern,Odisha,Konark,Sun Temple,Temple,1250,1.5,4.7,40,Yes,,Historical,Yes,0.83,All,"Known for its temples, especially the Sun Temple at Konark.",85.8137,23.3824,22,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbglm6JV722DQ6pgQOMREik6bNRIAukI1jfQe9iTUlS6g0-A_TyIbHNygpcOQ&s,,,,,,,,,,,,,,,,,,,,,Sun Temple,,,,,,,
227,227,227,Eastern,Odisha,Bhubaneswar,Lingaraj Temple,Temple,11th century,1,4.6,0,Yes,,Religious,No,0.35,All,"Known for its temples, especially the Sun Temple at Konark.",82.6686,23.417,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRF_criiZNM7WmaQad2IGoSX2JNPo5Lc_yOVPP01WzTjwfcrOgl4p3LLsboU1s&s,,,,,,,,,,,,,,,,,,,,,Lingaraj Temple,,,,,,,
228,228,228,Eastern,Odisha,Rourkela,Khandadhar Waterfall,Waterfall,Unknown,1.5,4.5,0,No,,Nature,Yes,1.2,All,"Known for its temples, especially the Sun Temple at Konark.",78.954,23.5144,15,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRy5H2RJ5Zm8SzW3rD1UjDshlYeC6f2PotbVx2rn-1CTNIqQgYJbvoEVrCDW2g&s,,,,,,,,,,,,,,,,,,,,,Khandadhar Waterfall,,,,,,,
229,229,229,Eastern,Odisha,Cuttack,Barabati Fort,Fort,-987,1,4.5,0,Yes,,Historical,Yes,0.13,All,"Known for its temples, especially the Sun Temple at Konark.",84.8753,23.6874,7,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9RGPc-6MTL35c2Oxe9LoQ1EmKSZGtJgPlXfb0fGjNN94h1OyzY6fcau8x-VE&s,,,,,,,,,,,,,,,,,,,,,Barabati Fort,,,,,,,
230,230,230,Eastern,Odisha,Sambalpur,Hirakud Dam,Dam,1957,1,4.5,0,No,,Engineering Marvel,Yes,0.01,All,"Known for its temples, especially the Sun Temple at Konark.",82.0083,23.4736,21,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS11v1MaMh1Rnnp-Fcquz45bRek-1U_6MgI1mEXZmSNqmMoEpZz-3qs6h-DkA&s,,,,,,,,,,,,,,,,,,,,,Hirakud Dam,,,,,,,
